taxon,classification
Sorex_arizonae,Eulipotyphla
Sorex_bairdi,Eulipotyphla
Sorex_bendirii,Eulipotyphla
Sorex_caecutiens,Eulipotyphla
Sorex_cansulus,Eulipotyphla
Sorex_cinereus,Eulipotyphla
Sorex_coronatus,Eulipotyphla
Sorex_cylindricauda,Eulipotyphla
Sorex_daphaenodon,Eulipotyphla
Sorex_dispar,Eulipotyphla
Sorex_emarginatus,Eulipotyphla
Sorex_fumeus,Eulipotyphla
Sorex_gaspensis,Eulipotyphla
Sorex_gracillimus,Eulipotyphla
Sorex_granarius,Eulipotyphla
Sorex_haydeni,Eulipotyphla
Sorex_hoyi,Eulipotyphla
Sorex_isodon,Eulipotyphla
Sorex_jacksoni,Eulipotyphla
Sorex_longirostris,Eulipotyphla
Sorex_lyelli,Eulipotyphla
Sorex_macrodon,Eulipotyphla
Sorex_merriami,Eulipotyphla
Sorex_milleri,Eulipotyphla
Sorex_minutissimus,Eulipotyphla
Sorex_palustris,Eulipotyphla
Sorex_ventralis,Eulipotyphla
Sorex_veraepacis,Eulipotyphla
Soriculus_nigrescens,Eulipotyphla
Sotalia_fluviatilis,Cetacea
Sousa_chinensis,Cetacea
Sousa_teuszii,Cetacea
Spalacopus_cyanus,Rodentia
Spalax_ehrenbergi,Rodentia
Aepyceros_melampus,Artiodactyla
Aepyprymnus_rufescens,Diprotodontia
Aeromys_tephromelas,Rodentia
Aeromys_thomasi,Rodentia
Aethalops_alecto,Chiroptera
Spermophilus_erythrogenys,Rodentia
Spermophilus_franklinii,Rodentia
Spermophilus_fulvus,Rodentia
Spermophilus_lateralis,Rodentia
Spermophilus_madrensis,Rodentia
Spermophilus_mexicanus,Rodentia
Spermophilus_mohavensis,Rodentia
Spermophilus_mollis,Rodentia
Spermophilus_parryii,Rodentia
Spermophilus_perotensis,Rodentia
Spermophilus_pygmaeus,Rodentia
Spermophilus_relictus,Rodentia
Spermophilus_richardsonii,Rodentia
Spermophilus_spilosoma,Rodentia
Spermophilus_suslicus,Rodentia
Spermophilus_tereticaudus,Rodentia
Spermophilus_townsendii,Rodentia
Spermophilus_tridecemlineatus,Rodentia
Spermophilus_undulatus,Rodentia
Spermophilus_variegatus,Rodentia
Spermophilus_washingtoni,Rodentia
Spermophilus_xanthoprymnus,Rodentia
Sphaerias_blanfordi,Chiroptera
Sphaeronycteris_toxophyllum,Chiroptera
Sphiggurus_insidiosus,Rodentia
Sphiggurus_melanurus,Rodentia
Addax_nasomaculatus,Artiodactyla
Aepeomys_lugens,Rodentia
Aethomys_chrysophilus,Rodentia
Aethomys_hindei,Rodentia
Aethomys_ineptus,Rodentia
Aethomys_kaiseri,Rodentia
Aethomys_nyikae,Rodentia
Ailuropoda_melanoleuca,Carnivora
Ailurops_ursinus,Diprotodontia
Ailurus_fulgens,Carnivora
Akodon_aerosus,Rodentia
Spilocuscus_maculatus,Diprotodontia
Spilocuscus_rufoniger,Diprotodontia
Spilogale_putorius,Carnivora
Spilogale_pygmaea,Carnivora
Steatomys_krebsii,Rodentia
Steatomys_opimus,Rodentia
Steatomys_parvus,Rodentia
Steatomys_pratensis,Rodentia
Stenella_attenuata,Cetacea
Stenella_coeruleoalba,Cetacea
Stenella_frontalis,Cetacea
Stenella_longirostris,Cetacea
Steno_bredanensis,Cetacea
Stenocephalemys_albipes,Rodentia
Stenocephalemys_albocaudata,Rodentia
Stenocephalemys_griseicauda,Rodentia
Stenocephalemys_ruppi,Rodentia
Stenoderma_rufum,Chiroptera
Stochomys_longicaudatus,Rodentia
Sturnira_aratathomasi,Chiroptera
Sturnira_bidens,Chiroptera
Sturnira_bogotensis,Chiroptera
Sturnira_erythromos,Chiroptera
Sturnira_lilium,Chiroptera
Sturnira_ludovici,Chiroptera
Sturnira_magna,Chiroptera
Sturnira_mordax,Chiroptera
Sturnira_nana,Chiroptera
Sturnira_oporaphilum,Chiroptera
Sturnira_tildae,Chiroptera
Styloctenium_wallacei,Chiroptera
Stylodipus_telum,Rodentia
Suncus_etruscus,Eulipotyphla
Suncus_infinitesimus,Eulipotyphla
Suncus_lixus,Eulipotyphla
Suncus_madagascariensis,Eulipotyphla
Suncus_malayanus,Eulipotyphla
Suncus_megalura,Eulipotyphla
Suncus_murinus,Eulipotyphla
Suncus_remyi,Eulipotyphla
Suncus_varilla,Eulipotyphla
Sundamys_infraluteus,Rodentia
Tadarida_fulminans,Chiroptera
Tadarida_kuboriensis,Chiroptera
Tragelaphus_scriptus,Artiodactyla
Tragelaphus_spekii,Artiodactyla
Tragelaphus_strepsiceros,Artiodactyla
Tragulus_javanicus,Artiodactyla
Tragulus_napu,Artiodactyla
Tremarctos_ornatus,Carnivora
Triaenops_furculus,Chiroptera
Triaenops_persicus,Chiroptera
Triaenops_rufus,Chiroptera
Trichechus_inunguis,Afrotheria
Trichechus_manatus,Afrotheria
Trichechus_senegalensis,Afrotheria
Trichosurus_arnhemensis,Diprotodontia
Trichosurus_caninus,Diprotodontia
Trichosurus_vulpecula,Diprotodontia
Trichys_fasciculata,Rodentia
Trinomys_albispinus,Rodentia
Tapirus_pinchaque,Perissodactyla
Tapirus_terrestris,Perissodactyla
Tarsipes_rostratus,Diprotodontia
Tarsius_bancanus,Primates
Tarsius_dentatus,Primates
Tarsius_pelengensis,Primates
Tarsius_pumilus,Primates
Sphiggurus_mexicanus,Rodentia
Sphiggurus_spinosus,Rodentia
Sphiggurus_vestitus,Rodentia
Sphiggurus_villosus,Rodentia
Spilocuscus_kraemeri,Diprotodontia
Acomys_cahirinus,Rodentia
Acomys_kempi,Rodentia
Acomys_louisae,Rodentia
Acomys_minous,Rodentia
Acomys_percivali,Rodentia
Acomys_russatus,Rodentia
Acomys_spinosissimus,Rodentia
Acomys_subspinosus,Rodentia
Acomys_wilsoni,Rodentia
Aconaemys_fuscus,Rodentia
Aconaemys_sagei,Rodentia
Acrobates_pygmaeus,Diprotodontia
Sundamys_muelleri,Rodentia
Sundasciurus_brookei,Rodentia
Sundasciurus_davensis,Rodentia
Sundasciurus_hippurus,Rodentia
Sundasciurus_hoogstraali,Rodentia
Sundasciurus_jentinki,Rodentia
Sundasciurus_juvencus,Rodentia
Sundasciurus_lowii,Rodentia
Sundasciurus_mindanensis,Rodentia
Sundasciurus_moellendorffi,Rodentia
Sundasciurus_philippinensis,Rodentia
Sundasciurus_rabori,Rodentia
Sundasciurus_samarensis,Rodentia
Sundasciurus_steerii,Rodentia
Sundasciurus_tenuis,Rodentia
Surdisorex_norae,Eulipotyphla
Surdisorex_polulus,Eulipotyphla
Suricata_suricatta,Carnivora
Sus_barbatus,Artiodactyla
Sus_cebifrons,Artiodactyla
Sus_celebensis,Artiodactyla
Sus_philippensis,Artiodactyla
Sus_salvanius,Artiodactyla
Sus_scrofa,Artiodactyla
Sus_verrucosus,Artiodactyla
Syconycteris_australis,Chiroptera
Syconycteris_carolinae,Chiroptera
Syconycteris_hobbit,Chiroptera
Sylvicapra_grimmia,Artiodactyla
Sylvilagus_aquaticus,Lagomorpha
Sylvilagus_audubonii,Lagomorpha
Sylvilagus_bachmani,Lagomorpha
Sylvilagus_brasiliensis,Lagomorpha
Sylvilagus_cunicularius,Lagomorpha
Sylvilagus_dicei,Lagomorpha
Sylvilagus_floridanus,Lagomorpha
Sylvilagus_graysoni,Lagomorpha
Sylvilagus_insonus,Lagomorpha
Sylvilagus_nuttallii,Lagomorpha
Sylvilagus_palustris,Lagomorpha
Sylvilagus_transitionalis,Lagomorpha
Sylvisorex_granti,Eulipotyphla
Sylvisorex_johnstoni,Eulipotyphla
Sylvisorex_konganensis,Eulipotyphla
Sylvisorex_lunaris,Eulipotyphla
Sylvisorex_morio,Eulipotyphla
Sylvisorex_ollula,Eulipotyphla
Sylvisorex_vulcanorum,Eulipotyphla
Symphalangus_syndactylus,Primates
Synaptomys_borealis,Rodentia
Synaptomys_cooperi,Rodentia
Syncerus_caffer,Artiodactyla
Tachyglossus_aculeatus,Monotremata
Tachyoryctes_macrocephalus,Rodentia
Tachyoryctes_ruandae,Rodentia
Tachyoryctes_splendens,Rodentia
Tadarida_aegyptiaca,Chiroptera
Tadarida_australis,Chiroptera
Tadarida_brasiliensis,Chiroptera
Tadarida_teniotis,Chiroptera
Taeromys_taerae,Rodentia
Talpa_altaica,Eulipotyphla
Talpa_caeca,Eulipotyphla
Talpa_davidiana,Eulipotyphla
Talpa_europaea,Eulipotyphla
Talpa_occidentalis,Eulipotyphla
Talpa_romana,Eulipotyphla
Talpa_stankovici,Eulipotyphla
Tamandua_mexicana,Xenarthra
Tamandua_tetradactyla,Xenarthra
Tamias_alpinus,Rodentia
Tamias_amoenus,Rodentia
Tamias_bulleri,Rodentia
Tamias_canipes,Rodentia
Tamias_cinereicollis,Rodentia
Tamias_dorsalis,Rodentia
Tamias_durangae,Rodentia
Tamias_merriami,Rodentia
Tamias_minimus,Rodentia
Tamias_obscurus,Rodentia
Tamias_ochrogenys,Rodentia
Tamias_palmeri,Rodentia
Tamias_panamintinus,Rodentia
Tamias_quadrimaculatus,Rodentia
Tamias_quadrivittatus,Rodentia
Tamias_ruficaudus,Rodentia
Tamias_rufus,Rodentia
Tamias_senex,Rodentia
Tamias_sibiricus,Rodentia
Tamias_siskiyou,Rodentia
Tamias_sonomae,Rodentia
Tamias_speciosus,Rodentia
Tamias_townsendii,Rodentia
Tamias_umbrinus,Rodentia
Tamiasciurus_douglasii,Rodentia
Tamiasciurus_hudsonicus,Rodentia
Tamiops_maritimus,Rodentia
Tamiops_mcclellandii,Rodentia
Tamiops_swinhoei,Rodentia
Taphozous_georgianus,Chiroptera
Taphozous_hildegardeae,Chiroptera
Taphozous_hilli,Chiroptera
Taphozous_kapalgensis,Chiroptera
Taphozous_longimanus,Chiroptera
Taphozous_mauritianus,Chiroptera
Taphozous_melanopogon,Chiroptera
Taphozous_nudiventris,Chiroptera
Taphozous_perforatus,Chiroptera
Taphozous_theobaldi,Chiroptera
Tapirus_bairdii,Perissodactyla
Tapirus_indicus,Perissodactyla
Tarsius_sangirensis,Primates
Tarsius_syrichta,Primates
Abditomys_latidens,Rodentia
Abeomelomys_sevia,Rodentia
Abrawayaomys_ruschii,Rodentia
Abrocoma_bennettii,Rodentia
Abrocoma_boliviensis,Rodentia
Abrocoma_cinerea,Rodentia
Abrothrix_andinus,Rodentia
Abrothrix_illuteus,Rodentia
Abrothrix_jelskii,Rodentia
Abrothrix_lanosus,Rodentia
Abrothrix_longipilis,Rodentia
Abrothrix_olivaceus,Rodentia
Abrothrix_sanborni,Rodentia
Acerodon_celebensis,Chiroptera
Acerodon_jubatus,Chiroptera
Acerodon_mackloti,Chiroptera
Acinonyx_jubatus,Carnivora
Akodon_affinis,Rodentia
Akodon_albiventer,Rodentia
Akodon_azarae,Rodentia
Akodon_bogotensis,Rodentia
Akodon_boliviensis,Rodentia
Akodon_budini,Rodentia
Akodon_cursor,Rodentia
Akodon_dayi,Rodentia
Akodon_dolores,Rodentia
Akodon_fumeus,Rodentia
Akodon_iniscatus,Rodentia
Akodon_juninensis,Rodentia
Akodon_kofordi,Rodentia
Akodon_latebricola,Rodentia
Akodon_lindberghi,Rodentia
Akodon_lutescens,Rodentia
Akodon_mimus,Rodentia
Akodon_molinae,Rodentia
Akodon_mollis,Rodentia
Akodon_neocenus,Rodentia
Akodon_orophilus,Rodentia
Akodon_sanctipaulensis,Rodentia
Akodon_serrensis,Rodentia
Akodon_siberiae,Rodentia
Akodon_simulator,Rodentia
Akodon_spegazzinii,Rodentia
Akodon_subfuscus,Rodentia
Akodon_surdus,Rodentia
Akodon_sylvanus,Rodentia
Akodon_toba,Rodentia
Akodon_torques,Rodentia
Akodon_varius,Rodentia
Alcelaphus_buselaphus,Artiodactyla
Alcelaphus_caama,Artiodactyla
Alcelaphus_lichtensteinii,Artiodactyla
Alces_alces,Artiodactyla
Alces_americanus,Artiodactyla
Alionycteris_paucidentata,Chiroptera
Allactaga_bullata,Rodentia
Allactaga_elater,Rodentia
Allactaga_euphratica,Rodentia
Allactaga_major,Rodentia
Allactaga_severtzovi,Rodentia
Allactaga_sibirica,Rodentia
Allactaga_tetradactyla,Rodentia
Allactodipus_bobrinskii,Rodentia
Allenopithecus_nigroviridis,Primates
Allocebus_trichotis,Primates
Allocricetulus_curtatus,Rodentia
Allocricetulus_eversmanni,Rodentia
Alouatta_belzebul,Primates
Alouatta_caraya,Primates
Alouatta_guariba,Primates
Alouatta_palliata,Primates
Alouatta_pigra,Primates
Alouatta_sara,Primates
Alouatta_seniculus,Primates
Alticola_argentatus,Rodentia
Alticola_roylei,Rodentia
Alticola_stoliczkanus,Rodentia
Alticola_strelzowi,Rodentia
Amblysomus_hottentotus,Afrotheria
Ametrida_centurio,Chiroptera
Ammodillus_imbellis,Rodentia
Ammodorcas_clarkei,Artiodactyla
Ammospermophilus_harrisii,Rodentia
Ammospermophilus_interpres,Rodentia
Ammospermophilus_leucurus,Rodentia
Ammospermophilus_nelsoni,Rodentia
Ammotragus_lervia,Artiodactyla
Amorphochilus_schnablii,Chiroptera
Anathana_ellioti,other Euarchonta
Andalgalomys_olrogi,Rodentia
Andalgalomys_pearsoni,Rodentia
Andinomys_edax,Rodentia
Anisomys_imitator,Rodentia
Anomalurus_beecrofti,Rodentia
Anomalurus_derbianus,Rodentia
Anomalurus_pelii,Rodentia
Anomalurus_pusillus,Rodentia
Anotomys_leander,Rodentia
Anoura_caudifer,Chiroptera
Anoura_cultrata,Chiroptera
Anoura_geoffroyi,Chiroptera
Anoura_latidens,Chiroptera
Anourosorex_squamipes,Eulipotyphla
Antechinomys_laniger,other Australidelphia
Antechinus_agilis,other Australidelphia
Antechinus_bellus,other Australidelphia
Antechinus_flavipes,other Australidelphia
Antechinus_godmani,other Australidelphia
Antechinus_leo,other Australidelphia
Antechinus_minimus,other Australidelphia
Antechinus_stuartii,other Australidelphia
Antechinus_swainsonii,other Australidelphia
Antidorcas_marsupialis,Artiodactyla
Antilocapra_americana,Artiodactyla
Antilope_cervicapra,Artiodactyla
Antrozous_pallidus,Chiroptera
Aonyx_capensis,Carnivora
Aonyx_cinerea,Carnivora
Aotus_azarae,Primates
Aotus_hershkovitzi,Primates
Aotus_lemurinus,Primates
Aotus_miconax,Primates
Aotus_nancymaae,Primates
Aotus_nigriceps,Primates
Aotus_trivirgatus,Primates
Aotus_vociferans,Primates
Aplodontia_rufa,Rodentia
Apodemus_agrarius,Rodentia
Apodemus_flavicollis,Rodentia
Apodemus_mystacinus,Rodentia
Apodemus_peninsulae,Rodentia
Apodemus_semotus,Rodentia
Apodemus_speciosus,Rodentia
Apodemus_sylvaticus,Rodentia
Apodemus_uralensis,Rodentia
Apodemus_witherbyi,Rodentia
Apomys_abrae,Rodentia
Apomys_datae,Rodentia
Apomys_hylocetes,Rodentia
Apomys_insignis,Rodentia
Apomys_littoralis,Rodentia
Apomys_microdon,Rodentia
Apomys_musculus,Rodentia
Apomys_sacobianus,Rodentia
Aproteles_bulmerae,Chiroptera
Arborimus_albipes,Rodentia
Arborimus_longicaudus,Rodentia
Arborimus_pomo,Rodentia
Archboldomys_luzonensis,Rodentia
Arctictis_binturong,Carnivora
Arctocebus_aureus,Primates
Arctocebus_calabarensis,Primates
Arctocephalus_australis,Carnivora
Arctocephalus_forsteri,Carnivora
Arctocephalus_galapagoensis,Carnivora
Arctocephalus_gazella,Carnivora
Arctocephalus_philippii,Carnivora
Arctocephalus_pusillus,Carnivora
Arctocephalus_townsendi,Carnivora
Arctocephalus_tropicalis,Carnivora
Arctogalidia_trivirgata,Carnivora
Arctonyx_collaris,Carnivora
Ardops_nichollsi,Chiroptera
Arielulus_circumdatus,Chiroptera
Artibeus_amplus,Chiroptera
Artibeus_anderseni,Chiroptera
Artibeus_aztecus,Chiroptera
Artibeus_cinereus,Chiroptera
Artibeus_concolor,Chiroptera
Artibeus_fimbriatus,Chiroptera
Artibeus_fraterculus,Chiroptera
Artibeus_glaucus,Chiroptera
Artibeus_gnomus,Chiroptera
Artibeus_hirsutus,Chiroptera
Artibeus_jamaicensis,Chiroptera
Artibeus_lituratus,Chiroptera
Artibeus_obscurus,Chiroptera
Artibeus_phaeotis,Chiroptera
Artibeus_toltecus,Chiroptera
Artibeus_watsoni,Chiroptera
Arvicanthis_abyssinicus,Rodentia
Arvicanthis_blicki,Rodentia
Arvicanthis_niloticus,Rodentia
Arvicola_amphibius,Rodentia
Arvicola_sapidus,Rodentia
Asellia_tridens,Chiroptera
Aselliscus_stoliczkanus,Chiroptera
Aselliscus_tricuspidatus,Chiroptera
Atelerix_albiventris,Eulipotyphla
Tarsius_tarsier,Primates
Tasmacetus_shepherdi,Cetacea
Tatera_indica,Rodentia
Taterillus_arenarius,Rodentia
Taterillus_emini,Rodentia
Taterillus_gracilis,Rodentia
Taterillus_pygargus,Rodentia
Taurotragus_derbianus,Artiodactyla
Taurotragus_oryx,Artiodactyla
Taxidea_taxus,Carnivora
Tayassu_pecari,Artiodactyla
Tenrec_ecaudatus,Afrotheria
Tetracerus_quadricornis,Artiodactyla
Thallomys_nigricauda,Rodentia
Thallomys_paedulcus,Rodentia
Thalpomys_cerradensis,Rodentia
Thalpomys_lasiotis,Rodentia
Thamnomys_kempi,Rodentia
Thamnomys_venustus,Rodentia
Thaptomys_nigrita,Rodentia
Theropithecus_gelada,Primates
Thomasomys_aureus,Rodentia
Thomasomys_baeops,Rodentia
Thomasomys_bombycinus,Rodentia
Thomasomys_cinereiventer,Rodentia
Thomasomys_cinereus,Rodentia
Thomasomys_daphne,Rodentia
Thomasomys_eleusis,Rodentia
Thomasomys_gracilis,Rodentia
Thomasomys_hylophilus,Rodentia
Thomasomys_incanus,Rodentia
Thomasomys_ischyrus,Rodentia
Thomasomys_kalinowskii,Rodentia
Thomasomys_ladewi,Rodentia
Thomasomys_laniger,Rodentia
Thomasomys_monochromos,Rodentia
Thomasomys_niveipes,Rodentia
Thomasomys_notatus,Rodentia
Thomasomys_oreas,Rodentia
Thomasomys_paramorum,Rodentia
Thomasomys_pyrrhonotus,Rodentia
Thomasomys_rhoadsi,Rodentia
Thomasomys_rosalinda,Rodentia
Thomasomys_silvestris,Rodentia
Thomasomys_taczanowskii,Rodentia
Thomasomys_vestitus,Rodentia
Thomomys_bottae,Rodentia
Thomomys_bulbivorus,Rodentia
Thomomys_clusius,Rodentia
Thomomys_mazama,Rodentia
Thomomys_monticola,Rodentia
Thomomys_talpoides,Rodentia
Thomomys_townsendii,Rodentia
Thomomys_umbrinus,Rodentia
Thoopterus_nigrescens,Chiroptera
Thrichomys_apereoides,Rodentia
Thryonomys_gregorianus,Rodentia
Thryonomys_swinderianus,Rodentia
Thylacinus_cynocephalus,other Australidelphia
Thylamys_elegans,Ameridelphia
Thylamys_macrurus,Ameridelphia
Thylamys_pallidior,Ameridelphia
Thylamys_pusillus,Ameridelphia
Thylamys_velutinus,Ameridelphia
Thylogale_billardierii,Diprotodontia
Thylogale_browni,Diprotodontia
Thylogale_brunii,Diprotodontia
Thylogale_stigmatica,Diprotodontia
Thylogale_thetis,Diprotodontia
Thyroptera_discifera,Chiroptera
Thyroptera_tricolor,Chiroptera
Tlacuatzin_canescens,Ameridelphia
Tokudaia_osimensis,Rodentia
Tolypeutes_matacus,Xenarthra
Tolypeutes_tricinctus,Xenarthra
Tonatia_bidens,Chiroptera
Trachops_cirrhosus,Chiroptera
Trachypithecus_auratus,Primates
Trachypithecus_cristatus,Primates
Trachypithecus_delacouri,Primates
Trachypithecus_francoisi,Primates
Trachypithecus_geei,Primates
Trachypithecus_johnii,Primates
Trachypithecus_obscurus,Primates
Trachypithecus_phayrei,Primates
Trachypithecus_pileatus,Primates
Trachypithecus_vetulus,Primates
Tragelaphus_angasii,Artiodactyla
Tragelaphus_buxtoni,Artiodactyla
Tragelaphus_eurycerus,Artiodactyla
Tragelaphus_imberbis,Artiodactyla
Trinomys_dimidiatus,Rodentia
Trinomys_eliasi,Rodentia
Trinomys_gratiosus,Rodentia
Trinomys_iheringi,Rodentia
Trinomys_myosuros,Rodentia
Trinomys_setosus,Rodentia
Trinycteris_nicefori,Chiroptera
Trogopterus_xanthipes,Rodentia
Tscherskia_triton,Rodentia
Tupaia_belangeri,other Euarchonta
Tupaia_dorsalis,other Euarchonta
Tupaia_glis,other Euarchonta
Tupaia_gracilis,other Euarchonta
Tupaia_javanica,other Euarchonta
Tupaia_longipes,other Euarchonta
Tupaia_minor,other Euarchonta
Tupaia_montana,other Euarchonta
Tupaia_nicobarica,other Euarchonta
Tupaia_palawanensis,other Euarchonta
Tupaia_picta,other Euarchonta
Tupaia_splendidula,other Euarchonta
Tupaia_tana,other Euarchonta
Tursiops_aduncus,Cetacea
Tursiops_truncatus,Cetacea
Tylomys_bullaris,Rodentia
Tylomys_mirae,Rodentia
Tylomys_nudicaudus,Rodentia
Tylomys_tumbalensis,Rodentia
Tylomys_watsoni,Rodentia
Tylonycteris_pachypus,Chiroptera
Tylonycteris_robustula,Chiroptera
Tympanoctomys_barrerae,Rodentia
Uncia_uncia,Carnivora
Uranomys_ruddi,Rodentia
Urocyon_cinereoargenteus,Carnivora
Urocyon_littoralis,Carnivora
Uroderma_bilobatum,Chiroptera
Uroderma_magnirostrum,Chiroptera
Urogale_everetti,other Euarchonta
Uromys_anak,Rodentia
Uromys_caudimaculatus,Rodentia
Uromys_hadrourus,Rodentia
Uromys_imperator,Rodentia
Uromys_neobritannicus,Rodentia
Uromys_porculus,Rodentia
Uromys_rex,Rodentia
Uropsilus_soricipes,Eulipotyphla
Urotrichus_talpoides,Eulipotyphla
Ursus_americanus,Carnivora
Ursus_arctos,Carnivora
Ursus_maritimus,Carnivora
Ursus_thibetanus,Carnivora
Vampyressa_bidens,Chiroptera
Vampyressa_brocki,Chiroptera
Vampyressa_melissa,Chiroptera
Vampyressa_nymphaea,Chiroptera
Vampyressa_pusilla,Chiroptera
Vampyressa_thyone,Chiroptera
Vampyrodes_caraccioli,Chiroptera
Vampyrum_spectrum,Chiroptera
Vandeleuria_nolthenii,Rodentia
Vandeleuria_oleracea,Rodentia
Varecia_rubra,Primates
Varecia_variegata,Primates
Vespadelus_caurinus,Chiroptera
Vespadelus_darlingtoni,Chiroptera
Vespadelus_douglasorum,Chiroptera
Vespadelus_pumilus,Chiroptera
Vespadelus_regulus,Chiroptera
Vespadelus_vulturnus,Chiroptera
Vespertilio_murinus,Chiroptera
Vespertilio_sinensis,Chiroptera
Vicugna_vicugna,Artiodactyla
Viverra_civettina,Carnivora
Viverra_tangalunga,Carnivora
Viverra_zibetha,Carnivora
Viverricula_indica,Carnivora
Vombatus_ursinus,Diprotodontia
Vormela_peregusna,Carnivora
Vulpes_bengalensis,Carnivora
Vulpes_cana,Carnivora
Vulpes_chama,Carnivora
Vulpes_corsac,Carnivora
Vulpes_ferrilata,Carnivora
Vulpes_lagopus,Carnivora
Vulpes_macrotis,Carnivora
Vulpes_pallida,Carnivora
Vulpes_rueppellii,Carnivora
Vulpes_velox,Carnivora
Vulpes_vulpes,Carnivora
Vulpes_zerda,Carnivora
Wallabia_bicolor,Diprotodontia
Wiedomys_pyrrhorhinos,Rodentia
Wilfredomys_oenax,Rodentia
Wyulda_squamicaudata,Diprotodontia
Xenomys_nelsoni,Rodentia
Xenuromys_barbatus,Rodentia
Xeromys_myoides,Rodentia
Xerus_erythropus,Rodentia
Xerus_inauris,Rodentia
Xerus_princeps,Rodentia
Xerus_rutilus,Rodentia
Zaedyus_pichiy,Xenarthra
Zaglossus_bruijni,Monotremata
Zalophus_californianus,Carnivora
Zapus_hudsonius,Rodentia
Zapus_princeps,Rodentia
Zapus_trinotatus,Rodentia
Zelotomys_hildegardeae,Rodentia
Zelotomys_woosnami,Rodentia
Zenkerella_insignis,Rodentia
Ziphius_cavirostris,Cetacea
Zygodontomys_brevicauda,Rodentia
Zygodontomys_brunneus,Rodentia
Zygogeomys_trichopus,Rodentia
Zyzomys_argurus,Rodentia
Zyzomys_maini,Rodentia
Zyzomys_palatilis,Rodentia
Zyzomys_pedunculatus,Rodentia
Zyzomys_woodwardi,Rodentia
